sentence,sentiment,topic,processed_ml,processed_phobert
cô dạy siêu dễ thương .,2,0,cô dạy siêu dễ_thương .,cô dạy siêu dễ thương .
em không hài lòng về cách dạy .,0,0,em không hài_lòng về cách dạy .,em không hài lòng về cách dạy .
"đặc biệt là khi kiểm tra nghe cuối kỳ , có thể ví von âm thanh với máy nổ .",0,2,đặc_biệt là khi kiểm_tra nghe cuối kỳ có_thể ví_von âm_thanh với máy_nổ .,"đặc biệt là khi kiểm tra nghe cuối kỳ , có thể ví von âm thanh với máy nổ ."
mong thầy càng giảng dạy tốt hơn cho đến sau này !,0,0,mong thầy càng giảng_dạy tốt hơn cho đến sau_này !,mong thầy càng giảng dạy tốt hơn cho đến sau này !
thầy dạy khá nhanh và khá khó hiểu .,0,0,thầy dạy khá nhanh và khá khó hiểu .,thầy dạy khá nhanh và khá khó hiểu .
"thầy wzjwz318 dễ thương , thân thiện với sinh viên , giảng bài dễ hiểu .",2,0,thầy wzjwz318 dễ_thương thân_thiện với sinh_viên giảng_bài dễ hiểu .,"thầy wzjwz318 dễ thương , thân thiện với sinh viên , giảng bài dễ hiểu ."
khả năng truyền đạt tốt và hướng dẫn cụ thể cho sinh viên .,2,0,khả_năng truyền_đạt tốt và hướng_dẫn cụ_thể cho sinh_viên .,khả năng truyền đạt tốt và hướng dẫn cụ thể cho sinh viên .
cô có tâm huyết với nghề .,2,0,cô có tâm_huyết với nghề .,cô có tâm huyết với nghề .
thân thiện .,2,0,thân_thiện .,thân thiện .
vấn đề điểm kiểm tra cuối kỳ gây nhiều tranh cãi trong sinh viên .,0,1,vấn_đề điểm kiểm_tra cuối kỳ gây nhiều tranh_cãi trong sinh_viên .,vấn đề điểm kiểm tra cuối kỳ gây nhiều tranh cãi trong sinh viên .
"các ví dụ về định nghĩa , giao thức , tổ chức mạng của thầy rất gần gũi và dễ hiểu .",2,0,các ví_dụ về định_nghĩa giao_thức tổ_chức mạng của thầy rất gần_gũi và dễ hiểu .,"các ví dụ về định nghĩa , giao thức , tổ chức mạng của thầy rất gần gũi và dễ hiểu ."
em hoàn toàn hài lòng về phương pháp giảng dạy của cô .,2,0,em hoàn_toàn hài_lòng về phương_pháp giảng_dạy của cô .,em hoàn toàn hài lòng về phương pháp giảng dạy của cô .
điểm danh đủ các buổi để tạo công bằng cho sinh viên .,2,1,điểm danh đủ các buổi để tạo công_bằng cho sinh_viên .,điểm danh đủ các buổi để tạo công bằng cho sinh viên .
"thầy giáo giảng dạy vui vẻ , áp dụng thực tế .",2,0,thầy_giáo giảng_dạy vui_vẻ áp_dụng thực_tế .,"thầy giáo giảng dạy vui vẻ , áp dụng thực tế ."
thầy wzjwz63 đưa ra những đề tài rất hay .,2,0,thầy wzjwz63 đưa ra những đề_tài rất hay .,thầy wzjwz63 đưa ra những đề tài rất hay .
giờ thực hành được tăng cường nhiều hơn nữa .,0,1,giờ thực_hành được tăng_cường nhiều hơn_nữa .,giờ thực hành được tăng cường nhiều hơn nữa .
thầy rất đẹp trai colonsmile .,2,0,thầy rất đẹp_trai colonsmile .,thầy rất đẹp trai colonsmile .
thầy dạy rất nhiệt tình và tận tâm chỉ bảo sinh viên .,2,0,thầy dạy rất nhiệt_tình và tận_tâm chỉ_bảo sinh_viên .,thầy dạy rất nhiệt tình và tận tâm chỉ bảo sinh viên .
"thầy dạy cũng được , có kể vài câu chuyện về kỹ năng sống .",2,0,thầy dạy cũng được có kể vài câu_chuyện về kỹ_năng sống .,"thầy dạy cũng được , có kể vài câu chuyện về kỹ năng sống ."
"giảng viên nhiệt tình , giảng giải lý thuyết rõ ràng .",2,0,giảng_viên nhiệt_tình giảng_giải lý_thuyết rõ_ràng .,"giảng viên nhiệt tình , giảng giải lý thuyết rõ ràng ."
thầy wzjwz83 cần nâng cao sự am hiểu về môn học để phục vụ giảng dạy .,0,0,thầy wzjwz83 cần nâng cao sự am_hiểu về môn_học để phục_vụ giảng_dạy .,thầy wzjwz83 cần nâng cao sự am hiểu về môn học để phục vụ giảng dạy .
"cho nghiên cứu nhiều đề tài khoa học hay , bổ ích .",2,0,cho nghiên_cứu nhiều đề_tài khoa_học hay bổ_ích .,"cho nghiên cứu nhiều đề tài khoa học hay , bổ ích ."
giáo viên dạy rất tốt !,2,0,giáo_viên dạy rất tốt !,giáo viên dạy rất tốt !
thực hành hình thức 2 giảng viên cần sử dụng thời gian của môn học có hiệu quả và ý nghĩa với học viên .,0,1,thực_hành hình_thức 2 giảng_viên cần sử_dụng thời_gian của môn_học có hiệu_quả và ý_nghĩa với học_viên .,thực hành hình thức 2 giảng viên cần sử dụng thời gian của môn học có hiệu quả và ý nghĩa với học viên .
cách này không phù hợp với môn học .,0,1,cách này không phù_hợp với môn_học .,cách này không phù hợp với môn học .
hài lòng nhất là đúng giờ .,2,0,hài_lòng nhất là đúng giờ .,hài lòng nhất là đúng giờ .
phát âm tốt và sữa sai khi sinh viên phát âm hoặc viết sai ngữ pháp .,0,0,phát âm tốt và sữa sai khi sinh_viên phát_âm hoặc viết sai_ngữ_pháp .,phát âm tốt và sữa sai khi sinh viên phát âm hoặc viết sai ngữ pháp .
nên dạy thực tế hơn một chút và máy chiếu nên rõ hơn .,0,2,nên dạy thực_tế hơn một_chút và máy_chiếu nên rõ hơn .,nên dạy thực tế hơn một chút và máy chiếu nên rõ hơn .
có sự thay đổi giảng viên trong quá trình học làm sinh viên không thích ứng kịp trong quá trình báo cáo làm các bài báo cáo trong thời gian đó nộp không đúng hạn bị trừ điểm .,0,0,có sự thay_đổi giảng_viên trong quá_trình học làm sinh_viên không thích_ứng kịp trong quá_trình báo_cáo làm các bài báo_cáo trong thời_gian đó nộp không đúng hạn bị trừ điểm .,có sự thay đổi giảng viên trong quá trình học làm sinh viên không thích ứng kịp trong quá trình báo cáo làm các bài báo cáo trong thời gian đó nộp không đúng hạn bị trừ điểm .
"đọc slide xong cũng hết giờ và coi như kiến thức đó đã được "" nạp "" .",0,1,"đọc slide xong cũng hết giờ và coi như kiến_thức đó đã được "" nạp "" .","đọc slide xong cũng hết giờ và coi như kiến thức đó đã được "" nạp "" ."
một số giảng viên khác nên có một số điều giống như cô .,2,0,một_số giảng_viên khác nên có một_số điều giống như cô .,một số giảng viên khác nên có một số điều giống như cô .
"giảng viên thường xuyên không đến lớp mà không thông báo nghỉ học , ảnh hưởng đến hoạt động học tập của sinh viên , vì vậy nhà trường nên nhắc nhở giảng viên về vấn đề này .",0,0,giảng_viên thường_xuyên không đến lớp mà không thông_báo nghỉ học ảnh_hưởng đến hoạt_động học_tập của sinh_viên vì_vậy nhà_trường nên nhắc_nhở giảng_viên về vấn_đề này .,"giảng viên thường xuyên không đến lớp mà không thông báo nghỉ học , ảnh hưởng đến hoạt động học tập của sinh viên , vì vậy nhà trường nên nhắc nhở giảng viên về vấn đề này ."
"hướng dẫn tận tiện cho sinh viên về nghề nghiệp tương lai , truyền đạt tốt .",2,0,hướng_dẫn tận_tiện cho sinh_viên về nghề_nghiệp tương_lai truyền_đạt tốt .,"hướng dẫn tận tiện cho sinh viên về nghề nghiệp tương lai , truyền đạt tốt ."
"giảng viên nhiệt tình , có các hoạt động mang tính làm việc nhóm rất cao .",2,0,giảng_viên nhiệt_tình có các hoạt_động mang tính làm_việc nhóm rất cao .,"giảng viên nhiệt tình , có các hoạt động mang tính làm việc nhóm rất cao ."
"cô giảng nhiệt tình , không gây cảm giác áp lực hay cảm giác chán !",2,0,cô giảng nhiệt_tình không gây cảm_giác áp_lực hay cảm_giác chán !,"cô giảng nhiệt tình , không gây cảm giác áp lực hay cảm giác chán !"
tụi em cũng là người đóng học phí mà .,0,3,tụi em cũng là người đóng học_phí mà .,tụi em cũng là người đóng học phí mà .
làm nhiều bài tập .,0,1,làm nhiều bài_tập .,làm nhiều bài tập .
áp dụng .,1,1,áp_dụng .,áp dụng .
đồ án quá khó so với sức của sinh viên .,0,1,đồ_án quá khó so với sức của sinh_viên .,đồ án quá khó so với sức của sinh viên .
"quá trình giảng dạy luôn lấy ví dụ từ thực tiễn , hài hước tạo nên hứng thú cho sinh viên !",2,0,quá_trình giảng_dạy luôn lấy ví_dụ từ thực_tiễn hài_hước tạo nên hứng_thú cho sinh_viên !,"quá trình giảng dạy luôn lấy ví dụ từ thực tiễn , hài hước tạo nên hứng thú cho sinh viên !"
lớp này không phải wzjwz124 hướng dẫn thực hành .,0,3,lớp này không phải wzjwz124 hướng_dẫn thực_hành .,lớp này không phải wzjwz124 hướng dẫn thực hành .
"cô dạy dễ hiểu , tận tình .",2,0,cô dạy dễ hiểu tận_tình .,"cô dạy dễ hiểu , tận tình ."
môn này là môn em đi học nhiều nhất .,2,3,môn này là môn em đi học nhiều nhất .,môn này là môn em đi học nhiều nhất .
cô dạy còn hơi nhanh nhưng tụi em vẫn hiểu .,1,0,cô dạy còn hơi nhanh nhưng tụi em vẫn hiểu .,cô dạy còn hơi nhanh nhưng tụi em vẫn hiểu .
cách diễn đạt của thầy hay nhưng chưa tạo cảm giác hứng thứ với người nghe .,0,0,cách diễn_đạt của thầy hay nhưng chưa tạo cảm_giác hứng thứ với người nghe .,cách diễn đạt của thầy hay nhưng chưa tạo cảm giác hứng thứ với người nghe .
thực ra em hiểu không nhiều thầy quá đi sâu vào lý thuyết .,0,0,thực_ra em hiểu không nhiều thầy quá đi_sâu vào lý_thuyết .,thực ra em hiểu không nhiều thầy quá đi sâu vào lý thuyết .
"điều quan trọng là rất chật mà lớp thì đông , làm thầy phải chia ca và có bạn phải làm bài tập ngoài hành lang sau đó mới vào nộp .",0,2,điều quan_trọng là rất chật mà lớp thì đông làm thầy phải chia_ca và có bạn phải làm bài_tập ngoài hành_lang sau đó mới vào nộp .,"điều quan trọng là rất chật mà lớp thì đông , làm thầy phải chia ca và có bạn phải làm bài tập ngoài hành lang sau đó mới vào nộp ."
"không ít bộ phận giảng viên dạy không đúng giờ , hoặc nghỉ dạy đột suất .",0,0,không ít bộ_phận giảng_viên dạy không đúng giờ hoặc nghỉ dạy đột_suất .,"không ít bộ phận giảng viên dạy không đúng giờ , hoặc nghỉ dạy đột suất ."
chương trình học quá nhiều và nhiều phần không cần thiết .,0,1,chương_trình học quá nhiều và nhiều phần không cần_thiết .,chương trình học quá nhiều và nhiều phần không cần thiết .
liên hệ thực tế đến các môn lập trình .,0,1,liên_hệ thực_tế đến các môn lập_trình .,liên hệ thực tế đến các môn lập trình .
"em cảm giác như môn vừa học là "" nhập môn lisp và prolog "" .",0,1,"em cảm_giác như môn vừa học là "" nhập_môn lisp và prolog "" .","em cảm giác như môn vừa học là "" nhập môn lisp và prolog "" ."
giảng viên chưa phân chia nhóm thực hành hợp lý .,0,0,giảng_viên chưa phân_chia nhóm thực_hành hợp_lý .,giảng viên chưa phân chia nhóm thực hành hợp lý .
cho điểm thấp .,0,0,cho điểm thấp .,cho điểm thấp .
có cung cấp kiến thức liên quan nhiều hơn so với khi học lý thuyết .,2,0,có cung_cấp kiến_thức liên_quan nhiều hơn so với khi học lý_thuyết .,có cung cấp kiến thức liên quan nhiều hơn so với khi học lý thuyết .
"giảng viên nhiệt tình , phương pháp dạy khá hay .",2,0,giảng_viên nhiệt_tình phương_pháp dạy khá hay .,"giảng viên nhiệt tình , phương pháp dạy khá hay ."
bài tập còn khó so với lớp yếu tiếng anh .,0,1,bài_tập còn khó so với lớp yếu tiếng anh .,bài tập còn khó so với lớp yếu tiếng anh .
"đi dạy đúng giờ , dễ hiểu .",2,0,đi dạy đúng giờ dễ hiểu .,"đi dạy đúng giờ , dễ hiểu ."
cô dạy nhiệt tình hay liên hệ thêm thực tiễn .,2,0,cô dạy nhiệt_tình hay liên_hệ thêm thực_tiễn .,cô dạy nhiệt tình hay liên hệ thêm thực tiễn .
em chỉ có ý kiến là các trang thiết bị trong các phòng học anh văn như vậy là chưa đảm bảo .,0,2,em chỉ có ý_kiến là các trang_thiết_bị trong các phòng học anh văn như_vậy là chưa đảm_bảo .,em chỉ có ý kiến là các trang thiết bị trong các phòng học anh văn như vậy là chưa đảm bảo .
"tháng học 4 ngày , nghỉ 3 ngày , bù thì trùng lịch 1 lúc 3 môn bắt buộc nghỉ rớt môn .",0,3,tháng học 4 ngày nghỉ 3 ngày bù thì trùng_lịch 1 lúc 3 môn bắt_buộc nghỉ rớt môn .,"tháng học 4 ngày , nghỉ 3 ngày , bù thì trùng lịch 1 lúc 3 môn bắt buộc nghỉ rớt môn ."
nên bổ sung phần lập trình socket ạ !,0,1,nên bổ_sung phần lập_trình socket ạ !,nên bổ sung phần lập trình socket ạ !
đảm bảo thời gian .,1,0,đảm_bảo thời_gian .,đảm bảo thời gian .
"thầy dạy rất có tâm , dễ hiểu .",2,0,thầy dạy rất có tâm dễ hiểu .,"thầy dạy rất có tâm , dễ hiểu ."
cho làm bài kiểm tra thử trước khi thi .,2,1,cho làm bài kiểm_tra thử trước khi thi .,cho làm bài kiểm tra thử trước khi thi .
thầy hiền .,2,0,thầy hiền .,thầy hiền .
từ đó bọn em khó mà có được nhiều kiến thức về môn học này .,0,3,từ đó bọn em khó mà có được nhiều kiến_thức về môn_học này .,từ đó bọn em khó mà có được nhiều kiến thức về môn học này .
cho cực kỳ nhiều bài và cực kỳ khó luôn .,0,0,cho cực_kỳ nhiều bài và cực_kỳ khó luôn .,cho cực kỳ nhiều bài và cực kỳ khó luôn .
không quan tâm đến học sinh .,0,0,không quan_tâm đến học_sinh .,không quan tâm đến học sinh .
"giáo viên dạy rất dễ tiếp thu , ngoài ra còn bổ sung kiến thức kiến anh .",2,0,giáo_viên dạy rất dễ tiếp_thu ngoài_ra còn bổ_sung kiến_thức kiến anh .,"giáo viên dạy rất dễ tiếp thu , ngoài ra còn bổ sung kiến thức kiến anh ."
môn này nếu được thực hành nhiều sẽ đảm bảo chất lượng hơn các bạn sinh viên tự tìm tòi cũng được nhưng sẽ tốt hơn nếu có người hướng dẫn .,0,1,môn này nếu được thực_hành nhiều sẽ đảm_bảo chất_lượng hơn các bạn sinh_viên tự tìm_tòi cũng được nhưng sẽ tốt hơn nếu có người hướng_dẫn .,môn này nếu được thực hành nhiều sẽ đảm bảo chất lượng hơn các bạn sinh viên tự tìm tòi cũng được nhưng sẽ tốt hơn nếu có người hướng dẫn .
"giảng viên dạy rất tốt , nhiệt tình , khả năng sư phạm cao .",2,0,giảng_viên dạy rất tốt nhiệt_tình khả_năng sư_phạm cao .,"giảng viên dạy rất tốt , nhiệt tình , khả năng sư phạm cao ."
giảng viên đi trễ nhiều lần .,0,0,giảng_viên đi trễ nhiều lần .,giảng viên đi trễ nhiều lần .
"khả năng truyền đạt tốt , hay .",2,0,khả_năng truyền_đạt tốt hay .,"khả năng truyền đạt tốt , hay ."
"giảng viên giảng bài dễ hiểu , vui tính , nhiệt tình .",2,0,giảng_viên giảng_bài dễ hiểu vui_tính nhiệt_tình .,"giảng viên giảng bài dễ hiểu , vui tính , nhiệt tình ."
đây liệu có phải là chuyên môn nghề nghiệp của ngành công nghệ thông tin chúng ta .,0,3,đây liệu có phải là chuyên_môn nghề_nghiệp của ngành công_nghệ_thông_tin chúng_ta .,đây liệu có phải là chuyên môn nghề nghiệp của ngành công nghệ thông tin chúng ta .
mọi thứ thầy dạy rất mơ hồ .,0,0,mọi thứ thầy dạy rất mơ_hồ .,mọi thứ thầy dạy rất mơ hồ .
"giảng viên rất nhiệt tình , giảng dạy tốt , dễ hiểu .",2,0,giảng_viên rất nhiệt_tình giảng_dạy tốt dễ hiểu .,"giảng viên rất nhiệt tình , giảng dạy tốt , dễ hiểu ."
thầy luôn quan tâm đến các khó khăn mà sinh viên gặp phải và giúp đỡ sinh viên giải quyết tận tâm và nhiệt tình .,2,0,thầy luôn quan_tâm đến các khó_khăn mà sinh_viên gặp phải và giúp_đỡ sinh_viên giải_quyết tận_tâm và nhiệt_tình .,thầy luôn quan tâm đến các khó khăn mà sinh viên gặp phải và giúp đỡ sinh viên giải quyết tận tâm và nhiệt tình .
"giáo viên vui tính , nhiệt tình .",2,0,giáo_viên vui_tính nhiệt_tình .,"giáo viên vui tính , nhiệt tình ."
"giáo viên đến rất sớm , dạy nhiệt tình .",2,0,giáo_viên đến rất sớm dạy nhiệt_tình .,"giáo viên đến rất sớm , dạy nhiệt tình ."
"cô nhiệt tình , đáng yêu , cân nhắc học trò khi học trò còn thiếu hụt kỹ năng làm việc , cô còn dành thời gian nghỉ trưa để cho nhóm làm báo cáo bù .",2,0,cô nhiệt_tình đáng yêu cân_nhắc học_trò khi học_trò còn thiếu_hụt kỹ_năng làm_việc cô còn dành thời_gian nghỉ trưa để cho nhóm làm báo_cáo bù .,"cô nhiệt tình , đáng yêu , cân nhắc học trò khi học trò còn thiếu hụt kỹ năng làm việc , cô còn dành thời gian nghỉ trưa để cho nhóm làm báo cáo bù ."
giảng viên nên tập trung vào các phần kỹ năng của sinh viên .,0,0,giảng_viên nên tập_trung vào các phần kỹ_năng của sinh_viên .,giảng viên nên tập trung vào các phần kỹ năng của sinh viên .
"những bài lab cuối thầy cũng dễ tính hơn , sử dụng thời gian trên lớp hợp lý hơn .",2,0,những bài lab cuối thầy cũng dễ_tính hơn sử_dụng thời_gian trên lớp hợp_lý hơn .,"những bài lab cuối thầy cũng dễ tính hơn , sử dụng thời gian trên lớp hợp lý hơn ."
giúp cho sinh viên trao dồi thêm rất nhiều kỹ năng đặc biệt là kỹ năng làm việc nhóm .,2,3,giúp cho sinh_viên trao dồi thêm rất nhiều kỹ_năng đặc_biệt là kỹ_năng làm_việc nhóm .,giúp cho sinh viên trao dồi thêm rất nhiều kỹ năng đặc biệt là kỹ năng làm việc nhóm .
"cô dạy nhiệt tình , trả lời đầy đủ các câu hỏi .",2,0,cô dạy nhiệt_tình trả_lời đầy_đủ các câu hỏi .,"cô dạy nhiệt tình , trả lời đầy đủ các câu hỏi ."
thầy điểm danh nhiều quá ạ colonsmile .,0,0,thầy điểm_danh nhiều quá ạ colonsmile .,thầy điểm danh nhiều quá ạ colonsmile .
"môn học nên có hình thức và báo cáo khác nhẹ hơn , vì đây là môn nhập môn .",0,1,môn_học nên có hình_thức và báo_cáo khác nhẹ hơn vì đây là môn nhập_môn .,"môn học nên có hình thức và báo cáo khác nhẹ hơn , vì đây là môn nhập môn ."
"thầy nóng tính , đối với sinh viên có thể lâu lâu đùa giỡn ( chấp nhận được ) để thoải mái dễ tiếp thu bài học những thầy không cho phép điều đó .",2,0,thầy nóng_tính đối_với sinh_viên có_thể lâu đùa_giỡn ( chấp_nhận được ) để thoải_mái dễ tiếp_thu bài_học những thầy không cho_phép điều đó .,"thầy nóng tính , đối với sinh viên có thể lâu lâu đùa giỡn ( chấp nhận được ) để thoải mái dễ tiếp thu bài học những thầy không cho phép điều đó ."
đảm bảo giờ giấc .,2,0,đảm_bảo giờ_giấc .,đảm bảo giờ giấc .
"tận tình , giảng bài dễ hiểu .",2,0,tận_tình giảng_bài dễ hiểu .,"tận tình , giảng bài dễ hiểu ."
thầy giảng bài rất nhiệt tình và quan tâm đến sinh viên .,2,0,thầy giảng bài rất nhiệt_tình và quan_tâm đến sinh_viên .,thầy giảng bài rất nhiệt tình và quan tâm đến sinh viên .
cô nên cập nhật lại kiến thức mới nhất trong slide bài giảng .,0,0,cô nên cập_nhật lại kiến_thức mới nhất trong slide bài giảng .,cô nên cập nhật lại kiến thức mới nhất trong slide bài giảng .
thầy giảng dạy rất nhiệt tình và cách giảng dạy rất dễ hiểu .,2,0,thầy giảng_dạy rất nhiệt_tình và cách giảng_dạy rất dễ hiểu .,thầy giảng dạy rất nhiệt tình và cách giảng dạy rất dễ hiểu .
"thầy rất nhiệt tình , hòa đồng với sinh viên .",2,0,thầy rất nhiệt_tình hòa đồng với sinh_viên .,"thầy rất nhiệt tình , hòa đồng với sinh viên ."
đã hoàn hảo .,2,3,đã hoàn_hảo .,đã hoàn hảo .
cần thầy công bố điểm các bài kiểm tra sớm hơn nữa .,0,0,cần thầy công_bố điểm các bài kiểm_tra sớm hơn_nữa .,cần thầy công bố điểm các bài kiểm tra sớm hơn nữa .
giáo viên truyền đạt kiến thức tốt .,2,0,giáo_viên truyền_đạt kiến_thức tốt .,giáo viên truyền đạt kiến thức tốt .
cần những giờ học sôi động hơn không học thuật quá nhiều .,0,1,cần những giờ học sôi_động hơn không học_thuật quá nhiều .,cần những giờ học sôi động hơn không học thuật quá nhiều .
không có ạ !,1,3,không có ạ !,không có ạ !
quan tâm tận tình đến sinh viên .,2,0,quan_tâm tận_tình đến sinh_viên .,quan tâm tận tình đến sinh viên .
"thầy dạy tốt , dễ hiểu .",2,0,thầy dạy tốt dễ hiểu .,"thầy dạy tốt , dễ hiểu ."
đề làm thực hành thực sự chỉ dễ cho giảng viên .,0,1,đề làm thực_hành thực_sự chỉ dễ cho giảng_viên .,đề làm thực hành thực sự chỉ dễ cho giảng viên .
"thầy trẻ , phong cách giảng dạy có phần cởi mở hơn .",2,0,thầy trẻ phong_cách giảng_dạy có phần cởi_mở hơn .,"thầy trẻ , phong cách giảng dạy có phần cởi mở hơn ."
em xin cảm ơn những buổi học quý báu của thầy .,2,0,em xin cảm_ơn những buổi học quý_báu của thầy .,em xin cảm ơn những buổi học quý báu của thầy .
"phần giảng về phần lý thuyết rất kỹ , bài tập cũng hay .",2,0,phần giảng về phần lý_thuyết rất kỹ bài_tập cũng hay .,"phần giảng về phần lý thuyết rất kỹ , bài tập cũng hay ."
"dạy tốt , truyền đạt hay .",2,0,dạy tốt truyền_đạt hay .,"dạy tốt , truyền đạt hay ."
cần giảm tải số lượng bài học trong mỗi tiết học .,0,1,cần giảm tải số_lượng bài_học trong mỗi tiết_học .,cần giảm tải số lượng bài học trong mỗi tiết học .
sử dụng thời gian học không hiệu quả .,0,0,sử_dụng thời_gian học không hiệu_quả .,sử dụng thời gian học không hiệu quả .
thầy dạy hay vui và ví dụ chi tiết .,2,0,thầy dạy hay vui và ví_dụ chi_tiết .,thầy dạy hay vui và ví dụ chi tiết .
dạy cực kỳ đúng giờ !,2,0,dạy cực_kỳ đúng giờ !,dạy cực kỳ đúng giờ !
"chấm điểm đồ án không thực sự tỉ mỉ , chưa có tính chính xác đối với những trường hợp không hề hiểu code mà vẫn có điểm .",0,0,chấm điểm đồ_án không thực_sự tỉ_mỉ chưa có tính chính_xác đối_với những trường_hợp không hề hiểu code mà vẫn có điểm .,"chấm điểm đồ án không thực sự tỉ mỉ , chưa có tính chính xác đối với những trường hợp không hề hiểu code mà vẫn có điểm ."
"thưa , em rất hài lòng về các buổi học và sự hài hước của thầy .",2,0,thưa em rất hài_lòng về các buổi học và sự hài_hước của thầy .,"thưa , em rất hài lòng về các buổi học và sự hài hước của thầy ."
nhiệt tình giảng dạy truyền đạt kiến thức .,2,0,nhiệt_tình giảng_dạy truyền_đạt kiến_thức .,nhiệt tình giảng dạy truyền đạt kiến thức .
"giảng viên dạy nhiệt tình , tận tâm .",2,0,giảng_viên dạy nhiệt_tình tận_tâm .,"giảng viên dạy nhiệt tình , tận tâm ."
"có thể cho nhiều bài tập , và có giờ sửa chữa bài tập trên lớp riêng .",0,1,có_thể cho nhiều bài_tập và có giờ sửa_chữa bài_tập trên lớp riêng .,"có thể cho nhiều bài tập , và có giờ sửa chữa bài tập trên lớp riêng ."
hẹn gặp lại cô sau 2 học kỳ nữa .,2,0,hẹn gặp lại cô sau 2 học_kỳ nữa .,hẹn gặp lại cô sau 2 học kỳ nữa .
giảng viên truyền đạt dài dòng .,0,0,giảng_viên truyền_đạt dài dòng .,giảng viên truyền đạt dài dòng .
hi vọng giảng viên đưa ra những ví dụ cụ thể để sinh viên nắm được những điều cơ bản trước khi giải bài tập .,0,0,hi_vọng giảng_viên đưa ra những ví_dụ cụ_thể để sinh_viên nắm được những điều cơ_bản trước khi giải bài_tập .,hi vọng giảng viên đưa ra những ví dụ cụ thể để sinh viên nắm được những điều cơ bản trước khi giải bài tập .
giáo viên phân bố thời gian dạy không rõ ràng .,0,0,giáo_viên phân_bố thời_gian dạy không rõ_ràng .,giáo viên phân bố thời gian dạy không rõ ràng .
thầy ít cho bài tập .,0,0,thầy ít cho bài_tập .,thầy ít cho bài tập .
cần nhắc lại kiến thức cơ bản trước khi bước vào bài giảng mới .,0,0,cần nhắc lại kiến_thức cơ_bản trước khi bước vào bài giảng mới .,cần nhắc lại kiến thức cơ bản trước khi bước vào bài giảng mới .
"tận tâm , đi đúng giờ , dạy dễ hiểu .",2,0,tận_tâm đi đúng giờ dạy dễ hiểu .,"tận tâm , đi đúng giờ , dạy dễ hiểu ."
"giảng viên vui vẻ , nhiệt tình , dạy dễ hiểu .",2,0,giảng_viên vui_vẻ nhiệt_tình dạy dễ hiểu .,"giảng viên vui vẻ , nhiệt tình , dạy dễ hiểu ."
thầy không post bài giảng lên website môn học .,0,0,thầy không post bài giảng lên website môn_học .,thầy không post bài giảng lên website môn học .
thời gian giải bài tập với sinh viên chưa nhiều .,0,1,thời_gian giải bài_tập với sinh_viên chưa nhiều .,thời gian giải bài tập với sinh viên chưa nhiều .
"giảng viên tận tâm , nhiệt tình , vui vẻ , giảng hay , lôi cuốn .",2,0,giảng_viên tận_tâm nhiệt_tình vui_vẻ giảng hay lôi_cuốn .,"giảng viên tận tâm , nhiệt tình , vui vẻ , giảng hay , lôi cuốn ."
"giảng viên dạy nhanh , đôi khi không bắt kịp bài .",0,0,giảng_viên dạy nhanh đôi_khi không bắt kịp bài .,"giảng viên dạy nhanh , đôi khi không bắt kịp bài ."
"thầy dạy quá nhanh , dồn kiến thức quá nhiều , phương pháp giảng chưa hợp lý .",0,0,thầy dạy quá nhanh_dồn kiến_thức quá nhiều phương_pháp giảng chưa hợp_lý .,"thầy dạy quá nhanh , dồn kiến thức quá nhiều , phương pháp giảng chưa hợp lý ."
giảng viên cần nhiệt tình và tích cực hơn nữa trong khi truyền đạt tới sinh viên .,0,0,giảng_viên cần nhiệt_tình và tích_cực hơn_nữa trong khi truyền_đạt tới sinh_viên .,giảng viên cần nhiệt tình và tích cực hơn nữa trong khi truyền đạt tới sinh viên .
"giọng cô dễ nghe , giảng bài dễ hiểu .",2,0,giọng cô dễ nghe giảng_bài dễ hiểu .,"giọng cô dễ nghe , giảng bài dễ hiểu ."
cô rất vui vẻ khi dạy trên lớp .,2,0,cô rất vui_vẻ khi dạy trên lớp .,cô rất vui vẻ khi dạy trên lớp .
tạo động cơ học tập lâu dài .,2,0,tạo động_cơ học_tập lâu_dài .,tạo động cơ học tập lâu dài .
"cần thêm nhiều thông tin , tài liệu về môn học .",0,1,cần thêm nhiều thông_tin tài_liệu về môn_học .,"cần thêm nhiều thông tin , tài liệu về môn học ."
giảng viên nhiệt tình giúp đỡ sinh viên học tập .,2,0,giảng_viên nhiệt_tình giúp_đỡ sinh_viên học_tập .,giảng viên nhiệt tình giúp đỡ sinh viên học tập .
có nhiều ví dụ hay .,2,1,có nhiều ví_dụ hay .,có nhiều ví dụ hay .
thầy nên cho phân nhóm làm bài tập về nhà .,0,0,thầy nên cho phân nhóm làm bài_tập về nhà .,thầy nên cho phân nhóm làm bài tập về nhà .
"đề thi quá chú trọng vào từ vựng , ngữ pháp .",0,1,đề thi quá chú_trọng vào từ vựng_ngữ_pháp .,"đề thi quá chú trọng vào từ vựng , ngữ pháp ."
thầy có đăng bài tập lên hệ thống môn học .,2,0,thầy có đăng bài_tập lên hệ_thống môn_học .,thầy có đăng bài tập lên hệ thống môn học .
"cô rất chu chu đáo , tận tình , giảng bài hay , truyền đạt được mọi kiến thức .",2,0,cô rất chu_đáo tận_tình giảng_bài hay truyền_đạt được mọi kiến_thức .,"cô rất chu chu đáo , tận tình , giảng bài hay , truyền đạt được mọi kiến thức ."
